tconst,averageRating,numVotes,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,X1,id,imdbid,rating,title,year
tt0000003,6.6,1030,short,Pauvre Pierrot,Pauvre Pierrot,0,1892,,4,"Animation,Comedy,Romance",1,5433,0000003,0,Pauvre Pierrot,1892
tt0000012,7.4,8563,short,The Arrival of a Train,L'arrivée d'un train à La Ciotat,0,1896,,1,"Documentary,Short",4,6199,0000012,0,"Arrival of a Train, The",1896
tt0000014,7.2,3726,short,Tables Turned on the Gardener,L'arroseur arrosé,0,1895,,1,"Comedy,Short",2,5444,0000014,0,Tables Turned on the Gardener,1895
tt0000091,6.7,2192,short,The House of the Devil,Le manoir du diable,0,1896,,3,"Horror,Short",7,4982,0000091,0,"House of the Devil, The",1896
tt0000131,5.8,829,short,A Terrible Night,Une nuit terrible,0,1896,,1,"Comedy,Horror,Short",5,5406,0000131,0,Une nuit terrible,1896
tt0000211,7.5,2670,short,A Trip to the Moon,La lune à un mètre,0,1898,,3,"Comedy,Fantasy,Horror",9,5410,0000211,0,"Astronomer&#39;s Dream; or, The Man in the Moon, The",1898
tt0000230,6.5,1101,short,Cinderella,Cendrillon,0,1899,,6,"Drama,Fantasy,Short",12,5914,0000230,3,Cinderella,1899
tt0000246,6.5,790,short,A Turn of the Century Illusionist,L'impressionniste fin de siècle,0,1899,,1,Short,11,4994,0000246,0,A Turn of the Century Illusionist,1899
tt0000272,5.6,547,short,As Seen Through a Telescope,As Seen Through a Telescope,0,1900,,1,"Comedy,Short",13,4344,0000272,0,As Seen Through A Telescope (a.k.a The Professor and His Field Glass),1900
tt0000300,7,879,short,The Enchanted Drawing,The Enchanted Drawing,0,1900,,2,"Animation,Comedy,Fantasy",21,4271,0000300,0,"Enchanted Drawing, The",1900
tt0000304,6,836,short,Grandma's Reading Glass,Grandma's Reading Glass,0,1900,,2,Short,15,4343,0000304,0,Grandma&#39;s Reading Glass,1900
tt0000306,5.5,138,short,Le duel d'Hamlet,Le duel d'Hamlet,0,1900,,2,"Drama,Short",18,4346,0000306,0,Hamlet ( Le Duel d&#39;Hamlet),1900
tt0000313,5.9,559,short,Let Me Dream Again,Let Me Dream Again,0,1900,,1,"Comedy,Short",19,5438,0000313,0,Let Me Dream Again,1900
tt0000359,7.2,2080,short,The India Rubber Head,L'homme à la tête en caoutchouc,0,1901,,3,"Comedy,Short",26,4995,0000359,0,L&#39;homme a la tete en caoutchouc,1901
tt0000413,5.5,278,short,Mephistopheles' School of Magic,Les trésors de satan,0,1902,,3,"Comedy,Fantasy,Horror",29,5443,0000413,0,Mephistopheles&#39; School of Magic,1902
tt0000417,8.2,36950,short,A Trip to the Moon,Le voyage dans la lune,0,1902,,13,"Adventure,Fantasy,Sci-Fi",30,1252,0000417,0,Le voyage dans la lune,1902
tt0000439,7.3,14490,short,The Great Train Robbery,The Great Train Robbery,0,1903,,11,"Action,Short,Western",32,1319,0000439,0,"Great Train Robbery, The",1903
tt0000455,6.9,1485,short,The Music Lover,Le mélomane,0,1903,,3,"Comedy,Music,Short",31,5063,0000455,0,"Music Lover, The",1903
tt0000499,7.7,2700,short,An Impossible Voyage,Le voyage à travers l'impossible,0,1904,,24,"Adventure,Fantasy,Sci-Fi",38,6135,0000499,0,Le voyage a travers l&#39;impossible,1904
tt0000554,6.2,910,short,Humorous Phases of Funny Faces,Humorous Phases of Funny Faces,0,1906,,3,"Animation,Comedy,Family",45,5435,0000554,0,Humorous Phases of Funny Faces,1906
tt0000567,6.8,740,short,The 400 Tricks of the Devil,Les quatre cents farces du diable,0,1906,,17,"Fantasy,Horror,Short",44,5684,0000567,0,"400 Tricks of the Devil, The",1906
tt0000574,6.3,479,movie,The Story of the Kelly Gang,The Story of the Kelly Gang,0,1906,,70,"Biography,Crime,Drama",48,1349,0000574,1,"Story of the Kelly Gang, The",1906
tt0001009,6.6,760,short,"Princess Nicotine; or, The Smoke Fairy","Princess Nicotine; or, The Smoke Fairy",0,1909,,5,"Comedy,Fantasy,Short",54,4409,0001009,2,"Princess Nicotine; or, The Smoke Fairy",1909
tt0002101,5.1,378,movie,Cleopatra,Cleopatra,0,1912,,100,"Drama,History",60,2003,0002101,2,Cleopatra,1912
tt0002281,6.2,226,short,The Invaders,The Invaders,0,1912,,41,"Short,Western",58,2005,0002281,0,"Invaders, The",1912
tt0003424,7.4,949,short,Suspense,Suspense,0,1913,,10,"Drama,Short,Thriller",61,5915,0003424,0,Suspense,1913
tt0003512,5.3,97,short,The Voyage of the Bourrichon Family,Le voyage de la famille Bourrichon,0,1913,,15,"Comedy,Short",62,5364,0003512,0,"Voyage of the Bourrichon Family, The",1913
tt0003973,6,169,movie,A Florida Enchantment,A Florida Enchantment,0,1914,,63,Comedy,63,4457,0003973,2,A Florida Enchantment,1914
tt0004972,6.7,19678,movie,The Birth of a Nation,The Birth of a Nation,0,1915,,195,"Drama,History,War",64,1258,0004972,2,"Birth of a Nation, The",1915
tt0006745,6.5,465,movie,Gretchen the Greenhorn,Gretchen the Greenhorn,0,1916,,58,"Crime,Drama,Romance",66,2008,0006745,3,Gretchen the Greenhorn,1916
tt0006864,8,12386,movie,Intolerance: Love's Struggle Throughout the Ages,Intolerance: Love's Struggle Throughout the Ages,0,1916,,163,"Drama,History",65,5944,0006864,0,Intolerance: Love&#39;s Struggle Throughout the Ages,1916
tt0007361,6.2,323,movie,Snow White,Snow White,0,1916,,63,"Fantasy,Romance",67,7004,0007361,3,Snow White,1916
tt0007507,7,2161,short,The Vagabond,The Vagabond,0,1916,,34,"Comedy,Romance,Short",68,5368,0007507,0,"Vagabond, The",1916
tt0008443,6.8,1167,movie,The Poor Little Rich Girl,The Poor Little Rich Girl,0,1917,,65,"Comedy,Drama,Family",74,1994,0008443,3,"Poor Little Rich Girl, The",1917
tt0008489,7.1,97,movie,"Raffles, the Amateur Cracksman","Raffles, the Amateur Cracksman",0,1917,,70,"Adventure,Crime,Romance",73,2019,0008489,2,"Raffles, the Amateur Cracksman",1917
tt0008499,7,721,movie,Rebecca of Sunnybrook Farm,Rebecca of Sunnybrook Farm,0,1917,,78,"Comedy,Drama",71,1993,0008499,3,Rebecca of Sunnybrook Farm,1917
tt0008519,6.6,684,movie,A Romance of the Redwoods,A Romance of the Redwoods,0,1917,,70,"Adventure,Comedy,Drama",72,2015,0008519,0,A Romance of the Redwoods,1917
tt0008652,6.3,93,movie,A Tale of Two Cities,A Tale of Two Cities,0,1917,,70,"Drama,History,Romance",70,1981,0008652,3,A Tale of Two Cities,1917
tt0008844,6.2,250,short,Are Crooks Dishonest?,Are Crooks Dishonest?,0,1918,,13,"Comedy,Short",78,5441,0008844,0,Are Crooks Dishonest?,1918
tt0009652,7.3,1272,movie,Stella Maris,Stella Maris,0,1918,,84,Drama,77,2007,0009652,3,Stella Maris,1918
tt0009682,5.9,585,movie,Tarzan of the Apes,Tarzan of the Apes,0,1918,,73,"Action,Adventure",76,1996,0009682,3,Tarzan of the Apes,1918
tt0009968,7.6,8268,movie,Broken Blossoms,Broken Blossoms or The Yellow Man and the Girl,0,1919,,90,"Drama,Romance",79,2588,0009968,0,Broken Blossoms or The Yellow Man and the Girl,1919
tt0010281,7.1,1059,movie,I Don't Want to Be a Man,Ich möchte kein Mann sein,0,1918,,45,"Comedy,Romance",75,7108,0010281,3,Ich mochte kein Mann sein,1918
tt0010323,8.1,47901,movie,The Cabinet of Dr. Caligari,Das Cabinet des Dr. Caligari,0,1920,,76,"Fantasy,Horror,Mystery",82,1306,0010323,0,"Cabinet of Dr. Caligari, The",1920
tt0010879,7.1,709,movie,When the Clouds Roll by,When the Clouds Roll by,0,1919,,85,"Action,Comedy,Romance",80,2018,0010879,3,When the Clouds Roll by,1919
tt0011588,6.8,293,movie,Pollyanna,Pollyanna,0,1920,,58,"Comedy,Drama,Family",83,1991,0011588,3,Pollyanna,1920
tt0011870,6.4,1832,movie,Within Our Gates,Within Our Gates,0,1920,,79,"Drama,Romance",81,5948,0011870,3,Within Our Gates,1920
tt0011979,6.8,400,movie,The Blot,The Blot,0,1921,,91,Drama,87,4204,0011979,3,"Blot, The",1921
tt0012349,8.3,91001,movie,The Kid,The Kid,0,1921,,68,"Comedy,Drama,Family",86,3945,0012349,0,"Kid, The",1921
tt0012364,8.1,8431,movie,The Phantom Carriage,Körkarlen,0,1921,,100,"Drama,Fantasy,Horror",84,5898,0012364,2,K&ouml;rkarlen (The Phantom Carriage),1921
tt0012532,7.8,4270,movie,Orphans of the Storm,Orphans of the Storm,0,1921,,150,"Drama,History,Romance",85,1263,0012532,3,Orphans of the Storm,1921
tt0012543,7,2379,short,The Paleface,The Paleface,0,1922,,20,"Comedy,Short,Western",92,5361,0012543,0,"Paleface, The",1922
tt0013086,7.9,6250,movie,Dr. Mabuse: The Gambler,"Dr. Mabuse, der Spieler",0,1922,,242,"Crime,Mystery,Thriller",95,5967,0013086,3,"Dr. Mabuse, der Spieler - Ein Bild der Zeit",1922
tt0013140,7.2,2529,movie,Foolish Wives,Foolish Wives,0,1922,,117,"Drama,Thriller",94,5958,0013140,3,Foolish Wives,1922
tt0013257,7.7,9728,movie,Häxan,Häxan,0,1922,,91,"Documentary,Fantasy,Horror",96,3800,0013257,3,H&auml;xan: Witchcraft Through the Ages,1922
tt0013367,5.6,179,movie,The Man from Beyond,The Man from Beyond,0,1922,,74,Mystery,89,2001,0013367,1,"Man from Beyond, The",1922
tt0013427,7.7,9319,movie,Nanook of the North,Nanook of the North,0,1922,,78,Documentary,91,5901,0013427,1,Nanook of the North,1922
tt0013428,7.1,96,movie,Nathan der Weise,Nathan der Weise,0,1922,,128,"Drama,History",93,1778,0013428,2,Nathan der Weise,1922
tt0013442,8,78468,movie,Nosferatu,"Nosferatu, eine Symphonie des Grauens",0,1922,,94,"Fantasy,Horror",90,1307,0013442,2,"Nosferatu, eine Symphonie des Grauens",1922
tt0013496,7,1330,movie,Phantom,Phantom,0,1922,,125,"Drama,Fantasy,Romance",88,1631,0013496,2,"Phantom, The",1922
tt0013626,6.8,1675,movie,The Smiling Madame Beudet,La souriante Madame Beudet,0,1923,,54,Drama,98,5888,0013626,3,La souriante Madame Beudet,1923
tt0013845,6.9,295,short,Help!,Au secours!,0,1924,,18,"Comedy,Horror,Mystery",110,6209,0013845,0,Help!,1924
tt0014341,7.9,8800,movie,Our Hospitality,Our Hospitality,0,1923,,65,"Comedy,Romance,Thriller",100,5949,0014341,0,Our Hospitality,1923
tt0014429,8.2,15630,movie,Safety Last!,Safety Last!,0,1923,,70,"Comedy,Thriller",97,1961,0014429,0,Safety Last!,1923
tt0014469,6.1,56,movie,The Silent Command,The Silent Command,0,1923,,80,Drama,101,1998,0014469,2,"Silent Command, The",1923
tt0014611,7.4,1384,movie,Why Worry?,Why Worry?,0,1923,,63,"Adventure,Comedy,Family",99,1967,0014611,0,Why Worry?,1923
tt0014945,7.9,2749,movie,Girl Shy,Girl Shy,0,1924,,87,"Comedy,Romance",104,2016,0014945,0,Girl Shy,1924
tt0015116,7.9,886,movie,Manhandled,Manhandled,0,1924,,75,"Comedy,Drama",105,2020,0015116,3,Manhandled,1924
tt0015163,8,7866,movie,The Navigator,The Navigator,0,1924,,59,"Action,Comedy,Romance",102,2009,0015163,0,"Navigator, The",1924
tt0015174,7.9,3369,movie,Die Nibelungen: Kriemhild's Revenge,Die Nibelungen: Kriemhilds Rache,0,1924,,129,"Adventure,Drama,Fantasy",106,1338,0015174,2,Kriemhild&#39;s Revenge,1924
tt0015175,8.1,4453,movie,Die Nibelungen: Siegfried,Die Nibelungen: Siegfried,0,1924,,143,"Adventure,Drama,Fantasy",109,1337,0015175,2,Die Nibelungen,1924
tt0015324,8.2,30046,movie,Sherlock Jr.,Sherlock Jr.,0,1924,,45,"Action,Comedy,Romance",108,2011,0015324,0,Sherlock Jr.,1924
tt0015361,7.6,6028,movie,Strike,Stachka,0,1925,,82,Drama,118,5991,0015361,0,Stachka,1925
tt0015400,7.9,4803,movie,The Thief of Bagdad,The Thief of Bagdad,0,1924,,155,"Adventure,Family,Fantasy",111,1264,0015400,0,"Thief of Bagdad, The",1924
tt0015498,7,350,movie,Wild Oranges,Wild Oranges,0,1924,,88,"Drama,Romance",103,1960,0015498,0,Wild Oranges,1924
tt0015532,7.8,4490,movie,The Adventures of Prince Achmed,Die Abenteuer des Prinzen Achmed,0,1926,,81,"Adventure,Animation,Fantasy",122,5974,0015532,1,Die Abenteuer des Prinzen Achmed,1926
tt0015624,8.2,5562,movie,The Big Parade,The Big Parade,0,1925,,151,"Drama,Romance,War",114,5962,0015624,2,"Big Parade, The",1925
tt0015648,8,46681,movie,Battleship Potemkin,Bronenosets Potemkin,0,1925,,75,"Drama,History",121,1308,0015648,0,Battleship Potemkin,1925
tt0015841,7.6,4348,movie,The Freshman,The Freshman,0,1925,,76,"Comedy,Family,Romance",113,2012,0015841,0,"Freshman, The",1925
tt0015863,7.2,3242,movie,Go West,Go West,0,1925,,68,"Comedy,Western",119,1978,0015863,0,Go West,1925
tt0015864,8.2,85541,movie,The Gold Rush,The Gold Rush,0,1925,,95,"Adventure,Comedy,Drama",116,1309,0015864,0,"Gold Rush, The",1925
tt0015881,7.9,8065,movie,Greed,Greed,0,1924,,140,"Drama,Thriller,Western",107,8458,0015881,3,Greed,1924
tt0016039,7.1,4030,movie,The Lost World,The Lost World,0,1925,,106,"Adventure,Fantasy,Sci-Fi",117,5514,0016039,2,"Lost World, The",1925
tt0016220,7.7,14516,movie,The Phantom of the Opera,The Phantom of the Opera,0,1925,,93,Horror,115,1305,0016220,2,"Phantom of the Opera, The",1925
tt0016332,8,7811,movie,Seven Chances,Seven Chances,0,1925,,56,"Comedy,Romance",120,3077,0016332,0,Seven Chances,1925
tt0016884,8,3601,movie,Flesh and the Devil,Flesh and the Devil,0,1926,,112,"Drama,Romance",126,1260,0016884,1,Flesh and the Devil,1926
tt0016895,7.5,1249,movie,For Heaven's Sake,For Heaven's Sake,0,1926,,58,"Action,Comedy,Romance",127,1966,0016895,0,For Heaven&#39;s Sake,1926
tt0017136,8.3,137241,movie,Metropolis,Metropolis,0,1927,,153,"Drama,Sci-Fi",129,1267,0017136,1,Metropolis,1927
tt0017410,6.7,143,movie,So's Your Old Man,So's Your Old Man,0,1926,,67,Comedy,125,3217,0017410,3,So&#39;s Your Old Man,1926
tt0017449,7,945,movie,The Temptress,The Temptress,0,1926,,117,"Drama,Romance",124,1334,0017449,1,"Temptress, The",1926
tt0017825,6.2,1731,movie,When Boys Leave Home,Downhill,0,1927,,80,"Adventure,Drama,Thriller",133,7324,0017825,1,Downhill [When Boys Leave Home],1927
tt0017925,8.2,68529,movie,The General,The General,0,1926,,67,"Action,Adventure,Comedy",123,1310,0017925,0,"General, The",1926
tt0018033,7.4,2638,movie,It,It,0,1927,,72,"Comedy,Romance",128,1227,0018033,3,It,1927
tt0018037,6.7,7948,movie,The Jazz Singer,The Jazz Singer,0,1927,,88,"Drama,Music,Musical",134,5975,0018037,1,"Jazz Singer, The",1927
tt0018051,7.6,3209,movie,The Kid Brother,The Kid Brother,0,1927,,82,"Comedy,Drama,Family",131,1964,0018051,0,"Kid Brother, The",1927
tt0018183,7.5,724,movie,My Best Girl,My Best Girl,0,1927,,80,"Comedy,Romance",137,2010,0018183,3,My Best Girl,1927
tt0018192,7.6,6104,movie,Napoleon,Napoléon vu par Abel Gance,0,1927,,240,"Biography,Drama,History",138,1312,0018192,2,Abel Gance&#39;s Napoleon,1927
tt0018199,6.7,72,movie,Nevada,Nevada,0,1927,,,Western,136,1982,0018199,0,Nevada,1927
tt0018455,8.2,41189,movie,Sunrise,Sunrise: A Song of Two Humans,0,1927,,94,"Drama,Romance",135,1632,0018455,2,Sunrise: A Song of Two Humans,1927
tt0018528,7.8,6219,movie,The Unknown,The Unknown,0,1927,,63,"Drama,Horror,Romance",130,1311,0018528,0,"Unknown, The",1927
tt0018578,7.7,9703,movie,Wings,Wings,0,1927,,144,"Action,Drama,Romance",132,3118,0018578,2,Wings,1927
tt0018684,7.8,765,movie,Beggars of Life,Beggars of Life,0,1928,,100,"Adventure,Drama",139,1977,0018684,0,Beggars of Life,1928
tt0018737,8,8529,movie,Pandora's Box,Die Büchse der Pandora,0,1929,,109,"Crime,Drama,Romance",160,2324,0018737,3,Pandora&#39;s Box (Die B&uuml;chse der Pandora),1929
tt0018742,8.3,8902,movie,The Cameraman,The Cameraman,0,1928,,69,"Comedy,Drama,Family",152,1970,0018742,0,"Cameraman, The",1928
tt0018773,8.1,22106,movie,The Circus,The Circus,0,1928,,72,"Comedy,Romance",143,1968,0018773,0,"Circus, The",1928
tt0018806,8,6619,movie,The Crowd,The Crowd,0,1928,,98,"Drama,Romance",151,5912,0018806,1,"Crowd, The",1928
tt0018839,7.7,3349,movie,The Docks of New York,The Docks of New York,0,1928,,76,"Crime,Drama,Film-Noir",147,5984,0018839,2,"Docks of New York, The",1928
tt0018937,6.8,552,movie,A Girl in Every Port,A Girl in Every Port,0,1928,,78,"Action,Adventure,Comedy",145,1980,0018937,0,A Girl in Every Port,1928
tt0019130,7.8,4552,movie,The Man Who Laughs,The Man Who Laughs,0,1928,,110,"Drama,Horror,Mystery",142,2021,0019130,2,"Man Who Laughs, The",1928
tt0019254,8.2,38539,movie,The Passion of Joan of Arc,La passion de Jeanne d'Arc,0,1928,,110,"Biography,Drama,History",146,1314,0019254,0,"Passion of Joan of Arc, The",1928
tt0019258,8.1,2136,movie,The Patsy,The Patsy,0,1928,,78,"Comedy,Drama,Romance",140,2013,0019258,3,"Patsy, The",1928
tt0019290,6.6,163,movie,The Power of the Press,The Power of the Press,0,1928,,62,Drama,150,1979,0019290,1,"Power of the Press, The",1928
tt0019304,6.9,872,movie,The Racket,The Racket,0,1928,,84,"Crime,Drama,Film-Noir",144,1972,0019304,0,"Racket, The",1928
tt0019412,7.7,2713,movie,Speedy,Speedy,0,1928,,85,"Action,Comedy,Family",148,1963,0019412,0,Speedy,1928
tt0019421,8,11165,movie,"Steamboat Bill, Jr.","Steamboat Bill, Jr.",0,1928,,70,"Action,Comedy,Drama",149,1971,0019421,0,"Steamboat Bill, Jr.",1928
tt0019571,6.7,130,movie,While the City Sleeps,While the City Sleeps,0,1928,,66,"Crime,Drama",141,2017,0019571,2,While the City Sleeps,1928
tt0019702,7,8297,movie,Blackmail,Blackmail,0,1929,,85,"Crime,Thriller",158,5979,0019702,2,Blackmail,1929
tt0019760,8.4,19011,movie,Man with a Movie Camera,Chelovek s kino-apparatom,0,1929,,68,"Documentary,Music",157,3897,0019760,0,Man with a Movie Camera,1929
tt0019777,7.2,6242,movie,The Cocoanuts,The Cocoanuts,0,1929,,96,"Comedy,Musical",153,1953,0019777,2,"Cocoanuts, The",1929
tt0020286,6.7,563,movie,A Throw of Dice,Prapancha Pash,0,1929,,74,"Adventure,Drama,Romance",155,6046,0020286,0,Throw of the Dice,1929
tt0020530,7.8,40556,short,Un Chien Andalou,Un chien andalou,0,1929,,16,"Fantasy,Horror,Short",156,1313,0020530,0,Un chien andalou,1929
tt0020572,6.2,627,movie,Welcome Danger,Welcome Danger,0,1929,,113,Comedy,159,1962,0020572,0,Welcome Danger,1929
tt0020629,8.1,52263,movie,All Quiet on the Western Front,All Quiet on the Western Front,0,1930,,136,"Drama,War",168,1316,0020629,0,All Quiet on the Western Front,1930
tt0020641,6.9,2397,movie,Anna Christie,Anna Christie,0,1930,,89,"Drama,Romance",164,1326,0020641,3,Anna Christie,1930
tt0020642,7.2,676,movie,Anna Christie,Anna Christie,0,1930,,85,Drama,175,1327,0020642,3,Anna Christie,1931
tt0020668,6.5,720,movie,The Bat Whispers,The Bat Whispers,0,1930,,83,"Comedy,Crime,Drama",167,6782,0020668,3,"Bat Whispers, The",1930
tt0020670,6,151,movie,Be Yourself!,Be Yourself!,0,1930,,65,"Comedy,Musical",165,4253,0020670,2,Be Yourself,1930
tt0020697,7.8,11966,movie,The Blue Angel,Der blaue Engel,0,1930,,106,"Drama,Music",161,1315,0020697,1,"Blue Angel, The",1930
tt0021015,4.9,1809,movie,Juno and the Paycock,Juno and the Paycock,0,1930,,85,"Comedy,Drama",154,7287,0021015,3,Juno and the Paycock [The Shame of Mary Boyle],1929
tt0021040,6.8,835,movie,Ladies of Leisure,Ladies of Leisure,0,1930,,99,"Drama,Romance",163,3713,0021040,3,Ladies of Leisure,1930
tt0021079,7.3,10333,movie,Little Caesar,Little Caesar,0,1931,,79,"Action,Crime,Drama",174,6043,0021079,1,Little Caesar,1931
tt0021148,7.3,1370,movie,Min and Bill,Min and Bill,0,1930,,69,"Comedy,Drama",162,3927,0021148,3,Min and Bill,1930
tt0021156,7.2,4659,movie,Morocco,Morocco,0,1930,,92,"Drama,Romance",169,3865,0021156,1,Morocco,1930
tt0021165,6.4,4867,movie,Murder!,Murder!,0,1930,,104,"Crime,Mystery,Thriller",166,7291,0021165,3,Murder!,1930
tt0021577,7.4,11063,movie,L'Age d'Or,L'âge d'or,0,1930,,60,"Comedy,Drama",170,3871,0021577,0,L&#39;Age d&#39;Or,1930
tt0021735,6.5,399,movie,The Cheat,The Cheat,0,1931,,74,Drama,187,5741,0021735,3,"Cheat, The",1931
tt0021739,7.7,2986,movie,La Chienne,La chienne,0,1931,,91,"Crime,Drama",172,6030,0021739,3,La Chienne,1931
tt0021749,8.5,139102,movie,City Lights,City Lights,0,1931,,87,"Comedy,Drama,Romance",180,2705,0021749,3,City Lights,1931
tt0021814,7.6,39784,movie,Dracula,Dracula,0,1931,,75,"Fantasy,Horror",173,1985,0021814,2,Dracula,1931
tt0021815,7.2,3548,movie,Drácula,Drácula,0,1931,,104,"Fantasy,Horror",189,8213,0021815,3,Dracula,1931
tt0021884,7.9,56786,movie,Frankenstein,Frankenstein,0,1931,,70,"Drama,Horror,Sci-Fi",185,1317,0021884,1,Frankenstein,1931
tt0022000,7.8,1241,movie,Indiscreet,Indiscreet,0,1931,,92,"Comedy,Drama,Musical",171,1828,0022000,3,Indiscreet,1931
tt0022054,7.8,1187,movie,The Last Flight,The Last Flight,0,1931,,76,Drama,179,1956,0022054,0,"Last Flight, The",1931
tt0022074,7.8,2915,movie,The Smiling Lieutenant,The Smiling Lieutenant,0,1931,,93,"Comedy,Musical,Romance",181,4243,0022074,2,"Smiling Lieutenant, The",1931
tt0022100,8.4,122011,movie,M,M - Eine Stadt sucht einen Mörder,0,1931,,117,"Crime,Mystery,Thriller",184,610,0022100,3,M,1931
tt0022158,7.6,10159,movie,Monkey Business,Monkey Business,0,1931,,77,"Comedy,Musical",192,2384,0022158,1,Monkey Business,1931
tt0022183,7.7,2006,movie,Mädchen in Uniform,Mädchen in Uniform,0,1931,,88,"Drama,Romance",176,628,0022183,3,M&auml;dchen in Uniform,1931
tt0022208,7.1,2734,movie,Night Nurse,Night Nurse,0,1931,,72,"Comedy,Crime,Drama",177,636,0022208,3,Night Nurse,1931
tt0022251,7,1731,movie,Pardon Us,Pardon Us,0,1931,,56,"Comedy,Crime,Drama",190,1974,0022251,0,Pardon Us,1931
tt0022286,7.7,15489,movie,The Public Enemy,The Public Enemy,0,1931,,83,"Crime,Drama",182,5934,0022286,3,"Public Enemy, The",1931
tt0022395,5.9,2493,movie,The Skin Game,The Skin Game,0,1931,,85,Drama,188,7294,0022395,3,"Skin Game, The",1931
tt0022458,7.6,4215,movie,Tabu: A Story of the South Seas,Tabu: A Story of the South Seas,0,1931,,86,"Adventure,Drama,Romance",183,1633,0022458,0,Tabu: A Story of the South Seas,1931
tt0022599,7.6,3559,movie,À Nous la Liberté,À nous la liberté,0,1931,,104,"Comedy,Musical",191,6031,0022599,1,A Nous la Liberte,1931
tt0022614,6,225,movie,The Age of Consent,The Age of Consent,0,1932,,63,"Drama,Romance",211,1983,0022614,2,"Age of Consent, The",1932
tt0022694,6.9,988,movie,The Blue Light,Das blaue Licht,0,1932,,85,"Drama,Fantasy,Mystery",195,6990,0022694,1,"Blue Light (Das Blaue Licht), The",1932
tt0022718,7.5,4524,movie,Boudu Saved from Drowning,Boudu sauvé des eaux,0,1932,,85,Comedy,207,2767,0022718,1,Boudu Saved from Drowning,1932
tt0022913,7.9,37227,movie,Freaks,Freaks,0,1932,,64,"Drama,Horror",194,3659,0022913,2,Freaks,1932
tt0022940,5.6,48,movie,The Girl from Calgary,The Girl from Calgary,0,1932,,64,"Comedy,Musical",215,5783,0022940,2,"Girl from Calgary, The",1932
tt0022958,7.5,15131,movie,Grand Hotel,Grand Hotel,0,1932,,112,"Drama,Romance",214,1328,0022958,3,Grand Hotel,1932
tt0023027,7.7,10534,movie,Horse Feathers,Horse Feathers,0,1932,,68,"Comedy,Musical,Romance",197,2383,0023027,1,Horse Feathers,1932
tt0023042,8.1,10206,movie,I Am a Fugitive from a Chain Gang,I Am a Fugitive from a Chain Gang,0,1932,,92,"Crime,Drama,Film-Noir",205,1318,0023042,1,I Am a Fugitive from a Chain Gang,1932
tt0023158,7.7,3175,movie,Love Me Tonight,Love Me Tonight,0,1932,,104,"Comedy,Musical,Romance",196,6052,0023158,2,Love Me Tonight,1932
tt0023196,6.7,2916,movie,Mata Hari,Mata Hari,0,1931,,89,"Crime,Drama,Romance",186,1333,0023196,3,Mata Hari,1931
tt0023213,6.8,635,movie,Merrily We Go to Hell,Merrily We Go to Hell,0,1932,,78,"Comedy,Drama,Romance",209,5742,0023213,3,Merrily We Go to Hell,1932
tt0023238,7.2,8601,movie,The Most Dangerous Game,The Most Dangerous Game,0,1932,,63,"Action,Adventure,Thriller",199,3658,0023238,0,"Most Dangerous Game, The",1932
tt0023285,5.9,4001,movie,Number 17,Number Seventeen,0,1932,,66,"Crime,Mystery,Thriller",193,7301,0023285,0,Number 17,1932
tt0023293,7.2,7159,movie,The Old Dark House,The Old Dark House,0,1932,,72,"Comedy,Horror,Thriller",212,4775,0023293,3,"Old Dark House, The",1932
tt0023385,7.1,2280,movie,Red-Headed Woman,Red-Headed Woman,0,1932,,79,"Comedy,Romance",206,6092,0023385,3,Red-Headed Woman,1932
tt0023395,5.9,3509,movie,East of Shanghai,Rich and Strange,0,1931,,92,"Comedy,Romance,Thriller",178,7296,0023395,2,Rich and Strange [East of Shanghai],1931
tt0023427,7.8,22279,movie,Scarface,Scarface,0,1932,,93,"Action,Crime,Drama",203,6063,0023427,1,Scarface,1932
tt0023458,7.4,6166,movie,Shanghai Express,Shanghai Express,0,1932,,82,"Adventure,Drama,Romance",213,5929,0023458,3,Shanghai Express,1932
tt0023582,6.3,937,movie,Thirteen Women,Thirteen Women,0,1932,,73,"Drama,Horror,Mystery",198,6852,0023582,3,Thirteen Women,1932
tt0023590,7.3,2735,movie,Three on a Match,Three on a Match,0,1932,,63,"Crime,Drama,Romance",202,6051,0023590,3,Three on a Match,1932
tt0023634,8,4027,movie,"I Was Born, But...",Otona no miru ehon - Umarete wa mita keredo,0,1932,,100,"Comedy,Drama",208,3530,0023634,1,"I Was Born, But...",1932
tt0023649,7.6,13233,movie,Vampyr,Vampyr,0,1932,,83,"Fantasy,Horror",201,5910,0023649,3,Vampyr,1932
tt0023694,6.4,7979,movie,White Zombie,White Zombie,0,1932,,69,Horror,200,2550,0023694,0,White Zombie,1932
tt0023753,6.5,1663,movie,Alice in Wonderland,Alice in Wonderland,0,1933,,76,"Adventure,Family,Fantasy",227,3188,0023753,3,Alice in Wonderland,1933
tt0023775,7.6,5129,movie,Baby Face,Baby Face,0,1933,,71,"Drama,Romance",226,7528,0023775,3,Baby Face,1933
tt0023932,6.5,133,movie,Day of Reckoning,Day of Reckoning,0,1933,,69,Drama,216,5029,0023932,3,Day of Reckoning,1933
tt0023935,6.1,794,movie,The Death Kiss,The Death Kiss,0,1932,,75,"Comedy,Crime,Drama",210,6176,0023935,1,"Death Kiss, The",1932
